stock_symbol,open_price,current_price,high_price,low_price,trading_volume,market_trend,date
AMZN,196.4499969482422,195.77999877929688,197.3300018310547,194.30999755859375,38492100,Downward,2024-11-04
AMZN,196.0399932861328,199.5,199.82000732421875,195.99000549316406,30564800,Upward,2024-11-05
AMZN,200.00999450683594,207.08999633789062,207.5500030517578,199.13999938964844,72292200,Upward,2024-11-06
AMZN,207.44000244140625,210.0500030517578,212.25,207.19000244140625,52878400,Upward,2024-11-07
AMZN,209.72000122070312,208.17999267578125,209.9600067138672,207.44000244140625,36075800,Downward,2024-11-08
AMZN,208.5,206.83999633789062,209.64999389648438,205.58999633789062,35456000,Downward,2024-11-11
AMZN,208.3699951171875,208.91000366210938,209.5399932861328,206.00999450683594,38942900,Upward,2024-11-12
AMZN,209.39999389648438,214.10000610351562,215.08999633789062,209.13999938964844,46212900,Upward,2024-11-13
AMZN,214.16000366210938,211.47999572753906,215.89999389648438,210.8800048828125,42620300,Downward,2024-11-14
AMZN,206.75999450683594,202.61000061035156,207.33999633789062,199.61000061035156,86591100,Downward,2024-11-15
AMZN,204.14999389648438,201.6999969482422,204.6699981689453,200.9499969482422,36512500,Downward,2024-11-18
AMZN,199.3300018310547,204.61000061035156,205.3000030517578,198.77999877929688,31197900,Upward,2024-11-19
AMZN,202.97999572753906,202.8800048828125,203.1300048828125,199.4499969482422,32769000,Downward,2024-11-20
AMZN,203.49000549316406,198.3800048828125,203.49000549316406,195.75,58800000,Downward,2024-11-21
AMZN,198.25,197.1199951171875,199.25999450683594,196.75,31530800,Downward,2024-11-22
AMZN,199.27999877929688,201.4499969482422,201.9499969482422,199,40685700,Upward,2024-11-25
AMZN,201.89999389648438,207.86000061035156,208,201.7899932861328,41673700,Upward,2024-11-26
AMZN,206.97999572753906,205.74000549316406,207.63999938964844,205.0500030517578,28061600,Downward,2024-11-27
AMZN,205.8300018310547,207.88999938964844,208.1999969482422,204.58999633789062,24892400,Upward,2024-11-29
AMZN,209.9600067138672,210.7100067138672,212.99000549316406,209.50999450683594,39523200,Upward,2024-12-02
AMZN,210.30999755859375,213.44000244140625,214.02000427246094,209.64999389648438,32214800,Upward,2024-12-03
AMZN,215.9600067138672,218.16000366210938,220,215.75,48745700,Upward,2024-12-04
AMZN,218.02999877929688,220.5500030517578,222.14999389648438,217.3000030517578,41140200,Upward,2024-12-05
AMZN,220.75,227.02999877929688,227.14999389648438,220.60000610351562,44178100,Upward,2024-12-06
AMZN,227.2100067138672,226.08999633789062,230.0800018310547,225.6699981689453,46819400,Downward,2024-12-09
AMZN,226.08999633789062,225.0399932861328,229.05999755859375,224.1999969482422,31199900,Downward,2024-12-10
AMZN,226.41000366210938,230.25999450683594,231.1999969482422,226.25999450683594,35385800,Upward,2024-12-11
AMZN,229.8300018310547,228.97000122070312,231.08999633789062,227.6300048828125,28204100,Downward,2024-12-12
AMZN,228.39999389648438,227.4600067138672,230.1999969482422,225.86000061035156,28768100,Downward,2024-12-13
AMZN,230.22999572753906,232.92999267578125,233,228.00999450683594,37552100,Upward,2024-12-16
AMZN,232.38999938964844,231.14999389648438,232.72999572753906,227.85000610351562,35918500,Downward,2024-12-17
